1	0	f	1511881	81	520
0	-1	f	173	2	2
0	-1	m	2	2	2
0	0	f	7922	6	8
0	-1	f	219	2	2
0	1	f	101	4	4
0	-1	f	30	2	2
0	-1	f	24	2	2
0	2	f	0	6	5
0	-1	f	438	3	5
0	-1	m	84383	23	222
0	-1	f	675	3	3
0	-1	m	58	2	2
0	-1	m	247	4	3
0	0	m	1763	2	4
0	0	m	44537	2	2
0	-1	f	18	9	9
0	-1	f	630281	3	6
0	-1	f	2220	2	2
0	-1	m	123	2	2
0	3	m	105793	6	6
0	1	m	666	3	3
0	-1	m	0	5	5
0	-1	m	4807	5	6
0	-1	m	72	2	2
0	0	m	75071	3	5
0	3	m	1415418	3	3
0	-1	m	30	2	3
0	3	f	361237	3	3
0	-1	m	544833	5	7
0	0	m	537408	2	2
0	0	m	37782	2	3
0	-1	f	1823	3	2
0	-1	f	426143	6	7
0	0	f	74006	2	3
0	-1	f	23	2	2
0	-1	f	182	6	1
0	-1	m	6552	15	5
0	-1	f	234	2	2
0	-1	m	2692	3	4
0	0	m	797	2	2
0	1	m	0	5	2
0	-1	f	1974	4	7
0	-1	m	701	2	2
0	-1	m	1043	2	5
0	0	m	13897	2	2
0	-1	m	353	3	1
0	-1	f	3137	2	1
0	1	m	416	2	2
0	-1	f	1723	3	19
0	-1	f	134	2	2
0	2	f	68203	3	3
0	-1	f	51682	2	7
0	-1	m	44565	8	143
0	3	m	99854	3	3
0	-1	f	347	2	3
0	1	m	154909	6	7
0	-1	m	105975	5	13
0	-1	f	205	2	2
0	-1	f	128	2	3
0	0	m	3071	5	5
0	-1	f	1443	2	1
0	-1	f	0	2	2
0	-1	f	712	2	4
0	0	f	750168	33	72
0	0	m	207464	4	20
0	0	f	233534	4	4
0	3	f	1154631	12	28
0	-1	f	4395	2	2
0	-1	f	11	2	2
0	-1	f	161	2	2
0	2	m	41	2	1
0	-1	f	79	3	2
0	-1	f	1712	2	2
0	0	f	505	2	1
0	-1	f	36	3	3
0	-1	f	4	2	5
0	0	m	6398	2	10
0	-1	m	16	2	2
0	0	m	42940	2	4
0	-1	f	1564	2	14
0	-1	m	133	2	2
0	-1	f	989	2	2
0	-1	f	1613	2	2
0	-1	f	368	2	2
0	-1	f	1782	2	1
0	-1	m	393	2	2
0	-1	m	28534	2	2
0	-1	f	125	2	2
0	1	m	418758	8	9
0	-1	f	60	2	2
0	-1	m	44925	3	3
0	0	m	99876	2	3
0	-1	f	6837	21	84
0	-1	m	106	3	4
0	-1	m	450	2	2
0	-1	m	197	2	2
0	-1	f	0	2	3
0	-1	f	7545	11	8
0	1	m	3261	2	1
0	0	m	2082	2	4
0	-1	m	2079	2	11
0	0	m	56274	2	1
0	2	m	66	2	2
0	0	f	501887	3	3
0	-1	f	826	3	5
0	-1	m	2106	3	11
0	0	m	105017	9	22
0	0	m	23468	4	6
0	-1	m	1409395	17	26
0	-1	f	291	2	2
0	1	m	1700	16	8
0	-1	m	14	2	2
0	1	m	437308	4	5
0	-1	f	126	2	2
0	-1	m	2977	5	5
0	1	m	505177	2	2
0	-1	m	216	2	2
0	0	m	13696	3	5
0	-1	f	85	2	1
0	-1	f	837	2	9
0	-1	f	21109	4	6
0	-1	f	2858	2	3
0	-1	m	19100	2	24
0	-1	f	1126	3	3
0	-1	f	3401	2	10
0	0	m	169422	4	22
0	-1	m	5839	2	1
0	-1	f	180	2	3
0	0	m	2498	4	4
0	-1	m	86	2	4
0	-1	f	17	3	5
0	-1	m	200	2	2
0	-1	m	23605	3	8
0	-1	m	145	2	3
0	-1	m	58852	2	2
0	0	m	1495	3	1
0	-1	m	14	2	5
0	2	f	2552	2	1
0	2	f	25524	34	84
0	-1	f	281	3	3
0	-1	m	21004	2	2
0	-1	m	6762	3	6
1	-1	m	342579	3	2449
0	-1	m	1047	2	3
0	0	f	117212	9	11
0	-1	m	4851	5	10
0	-1	f	136	2	2
0	-1	m	7183	45	27
0	-1	f	253	2	2
0	-1	f	97	2	2
0	1	m	3316	2	2
0	1	f	275	2	2
0	0	f	24617	2	2
0	-1	m	343	2	2
0	0	m	125972	2	2
0	1	f	2786628	6	8
0	1	m	1572400	5	5
0	-1	m	1121	2	2
0	-1	f	57	2	2
0	-1	m	17	2	3
0	-1	m	14	2	2
0	0	m	233107	10	38
0	-1	m	4564	5	3
0	-1	f	3293	4	18
0	-1	m	34032	2	2
0	-1	f	247	2	2
0	0	m	39456	2	2
0	-1	f	49	2	2
0	0	m	6750257	4	47
0	-1	f	112	2	6
0	-1	m	2	2	2
0	0	m	45612	3	5
0	-1	m	214	3	1
0	-1	m	834464	4	5
0	-1	f	1075	4	3
0	-1	f	250	3	5
0	0	m	91936	3	24
0	-1	f	260	2	2
0	-1	f	1145	3	2
0	-1	f	120	2	3
0	-1	f	2834	2	2
0	-1	f	2282	2	4
0	2	m	115702	2	2
0	0	f	48543	2	3
0	-1	m	1682	2	2
0	0	f	400434	15	4
0	1	m	1448092	40	58
0	0	f	1714200	51	1258
0	0	f	1230	2	2
0	0	m	88835	3	2
0	0	m	3902182	21	146
