0	1	m	28230	3	3
0	-1	m	4539	6	6
1	0	f	1511881	128	759
0	-1	f	1654	2	2
0	-1	m	7701	2	4
0	2	m	132	3	6
0	-1	f	49781	3	3
0	-1	m	6387	9	17
0	-1	m	730	2	2
0	-1	m	256	3	3
0	-1	m	203	3	4
0	-1	m	624	19	15
0	-1	m	32	2	4
0	0	m	53738	3	3
0	-1	f	1447	2	3
0	0	m	161315	48	40
0	-1	f	407	3	3
0	2	m	57	4	4
0	-1	m	84383	16	50
0	0	f	6961	3	1
0	-1	m	22135	2	7
0	-1	m	365	6	7
0	-1	m	357	2	1
0	2	m	65	10	10
0	3	m	259475	3	6
0	-1	f	449	2	2
0	3	m	105793	15	11
0	-1	f	7106	2	2
0	0	f	83338	5	7
0	0	m	75071	3	4
0	2	m	98	4	4
0	-1	f	3885	7	9
0	-1	m	211	2	2
0	-1	f	82	2	2
0	2	f	146796	2	1
0	2	m	170	2	2
0	-1	f	693	2	2
0	-1	f	134	3	3
0	-1	m	544833	15	52
0	0	m	537408	5	10
0	0	m	15125	3	3
0	-1	m	281	2	1
0	-1	f	205	2	2
0	0	m	113851	16	34
0	-1	f	714	2	4
0	-1	m	318	2	2
0	-1	m	786	2	2
0	-1	f	11978	2	2
0	0	m	109397	3	4
0	0	m	38363	2	33
0	2	m	15	6	6
0	-1	m	2796	5	6
0	1	m	3826	2	2
0	1	m	98	2	1
0	1	m	0	3	4
0	0	m	1987	4	2
0	2	m	1884	4	4
0	-1	m	533	2	2
0	2	m	807	2	2
0	-1	f	135	2	3
0	0	m	14586	2	2
0	-1	f	60	2	6
0	0	m	13897	13	3
0	-1	m	1017	2	2
0	0	m	3447	2	2
0	-1	f	108	2	2
0	2	m	59	5	5
0	-1	m	73	2	2
0	2	m	64	8	8
0	0	m	410	4	6
0	1	m	154909	24	25
0	-1	m	31	2	3
0	-1	m	105975	14	36
0	-1	m	0	2	3
0	0	m	207464	26	76
0	-1	m	1446	3	2
0	-1	f	56088	11	19
0	0	f	497	3	3
0	2	m	84	7	7
0	3	f	1154631	75	1081
0	-1	m	79	2	2
0	-1	f	0	2	3
0	2	m	65	4	4
0	-1	f	142	3	3
0	-1	m	67	2	2
0	-1	m	24	2	2
0	0	m	6076	2	2
0	0	m	4076	2	2
0	-1	m	221	2	2
0	-1	m	848799	6	15
0	0	m	6244	2	2
0	2	m	11487	5	2
